ocel_id;ocel_time;ocel_changed_field;Amount of Handling Units;Status;Weight
cr8;2023-05-24 14:16:12;;1;empty
cr8;2023-05-24 14:39:07;Status;;full
cr8;2023-05-24 14:52:04;Weight;;;180.0
cr24;2023-05-24 16:10:43;;6;empty
cr24;2023-05-24 16:58:03;Status;;full
cr16;2023-05-24 23:21:13;;3;empty
cr19;2023-05-25 06:26:06;;5;empty
cr19;2023-05-25 08:20:30;Status;;full
cr24;2023-05-25 08:30:01;Weight;;;1140.0
cr19;2023-05-25 09:42:34;Weight;;;1010.0
cr16;2023-05-25 09:44:22;Status;;full
cr16;2023-05-25 09:57:58;Weight;;;600.0
cr26;2023-05-25 20:11:13;;6;empty
cr25;2023-05-25 23:22:20;;1;empty
cr25;2023-05-26 08:13:09;Status;;full
cr25;2023-05-26 08:41:39;Weight;;;200.0
cr26;2023-05-26 10:03:30;Status;;full
cr26;2023-05-26 10:55:00;Weight;;;1120.0
cr5;2023-05-27 04:54:01;;2;empty
cr15;2023-05-27 05:59:38;;6;empty
cr7;2023-05-27 07:19:41;;6;empty
cr33;2023-05-27 13:40:55;;6;empty
cr32;2023-05-27 19:05:45;;6;empty
cr4;2023-05-27 19:41:59;;6;empty
cr5;2023-05-29 11:31:03;Status;;full
cr2;2023-05-29 11:42:25;;6;empty
cr7;2023-05-29 11:43:04;Status;;full
cr32;2023-05-29 11:44:17;Status;;full
cr5;2023-05-29 11:45:19;Weight;;;400.0
cr15;2023-05-29 11:50:41;Status;;full
cr37;2023-05-29 11:54:13;;6;empty
cr7;2023-05-29 13:54:34;Weight;;;1200.0
cr17;2023-05-29 14:20:47;;6;empty
cr32;2023-05-29 14:24:24;Weight;;;1210.0
cr3;2023-05-29 14:34:01;;6;empty
cr15;2023-05-29 14:36:29;Weight;;;1160.0
cr4;2023-05-29 15:32:53;Status;;full
cr39;2023-05-29 15:44:18;;6;empty
cr33;2023-05-29 15:45:16;Status;;full
cr4;2023-05-29 15:47:25;Weight;;;1210.0
cr2;2023-05-29 15:50:42;Status;;full
cr41;2023-05-29 15:56:10;;6;empty
cr33;2023-05-29 15:59:14;Weight;;;1220.0
cr18;2023-05-29 16:52:38;;6;empty
cr2;2023-05-29 16:53:43;Weight;;;1210.0
cr17;2023-05-29 17:07:46;Status;;full
cr38;2023-05-30 07:48:42;;1;empty
cr17;2023-05-30 07:51:33;Weight;;;1120.0
cr39;2023-05-30 09:13:51;Status;;full
cr37;2023-05-30 09:19:47;Status;;full
cr38;2023-05-30 09:29:45;Status;;full
cr41;2023-05-30 09:31:24;Status;;full
cr3;2023-05-30 09:37:40;Status;;full
cr48;2023-05-30 09:53:25;;6;empty
cr39;2023-05-30 09:55:01;Weight;;;1120.0
cr42;2023-05-30 09:59:17;;1;empty
cr40;2023-05-30 10:38:59;;2;empty
cr38;2023-05-30 10:41:24;Weight;;;200.0
cr11;2023-05-30 10:42:46;;2;empty
cr41;2023-05-30 10:48:46;Weight;;;1190.0
cr27;2023-05-30 10:55:00;;2;empty
cr3;2023-05-30 10:58:40;Weight;;;1180.0
cr18;2023-05-30 11:00:29;Status;;full
cr37;2023-05-30 11:03:46;Weight;;;1180.0
cr20;2023-05-30 11:10:29;;6;empty
cr18;2023-05-30 11:14:53;Weight;;;1160.0
cr40;2023-05-30 13:13:28;Status;;full
cr48;2023-05-30 13:32:59;Status;;full
cr42;2023-05-30 13:33:25;Status;;full
cr11;2023-05-30 13:39:07;Status;;full
cr27;2023-05-30 13:45:07;Status;;full
cr20;2023-05-30 13:45:53;Status;;full
cr9;2023-05-30 13:57:51;;6;empty
cr35;2023-05-30 13:58:23;;6;empty
cr20;2023-05-30 13:59:41;Weight;;;1170.0
cr27;2023-05-30 13:59:55;Weight;;;380.0
cr52;2023-05-30 14:16:21;;5;empty
cr40;2023-05-30 14:17:49;Weight;;;430.0
cr66;2023-05-30 14:51:19;;2;empty
cr67;2023-05-30 14:51:50;;6;empty
cr42;2023-05-30 14:52:32;Weight;;;180.0
cr48;2023-05-30 14:54:08;Weight;;;1160.0
cr45;2023-05-30 15:02:22;;6;empty
cr11;2023-05-30 15:04:02;Weight;;;400.0
cr35;2023-05-31 07:45:04;Status;;full
cr30;2023-05-31 08:49:49;;6;empty
cr35;2023-05-31 08:52:33;Weight;;;1140.0
cr45;2023-05-31 09:20:12;Status;;full
cr66;2023-05-31 09:21:21;Status;;full
cr67;2023-05-31 09:25:31;Status;;full
cr22;2023-05-31 09:31:17;;6;empty
cr66;2023-05-31 09:33:46;Weight;;;380.0
cr6;2023-05-31 09:35:25;;6;empty
cr52;2023-05-31 09:38:23;Status;;full
cr67;2023-05-31 09:40:44;Weight;;;1140.0
cr69;2023-05-31 09:48:28;;6;empty
cr52;2023-05-31 09:49:00;Weight;;;940.0
cr61;2023-05-31 10:20:24;;6;empty
cr45;2023-05-31 10:23:09;Weight;;;1170.0
cr22;2023-05-31 11:12:58;Status;;full
cr6;2023-05-31 11:20:31;Status;;full
cr58;2023-05-31 11:23:06;;6;empty
cr22;2023-05-31 11:23:37;Weight;;;1280.0
cr9;2023-05-31 11:28:07;Status;;full
cr30;2023-05-31 11:29:54;Status;;full
cr77;2023-05-31 11:30:16;;6;empty
cr6;2023-05-31 11:32:04;Weight;;;1140.0
cr47;2023-05-31 11:38:13;;3;empty
cr9;2023-05-31 11:39:52;Weight;;;1180.0
cr31;2023-05-31 13:42:18;;6;empty
cr30;2023-05-31 13:49:37;Weight;;;1140.0
cr69;2023-05-31 14:59:47;Status;;full
cr47;2023-05-31 15:01:50;Status;;full
cr61;2023-05-31 15:29:56;Status;;full
cr58;2023-05-31 15:38:42;Status;;full
cr57;2023-05-31 15:40:02;;6;empty
cr50;2023-05-31 15:42:03;;6;empty
cr61;2023-05-31 15:43:11;Weight;;;1190.0
cr47;2023-05-31 15:44:56;Weight;;;600.0
cr64;2023-05-31 16:39:29;;6;empty
cr69;2023-05-31 16:43:37;Weight;;;1140.0
cr43;2023-05-31 17:01:53;;6;empty
cr58;2023-05-31 17:04:06;Weight;;;1120.0
cr31;2023-05-31 18:08:49;Status;;full
cr51;2023-06-01 08:19:44;;6;empty
cr31;2023-06-01 08:21:59;Weight;;;1180.0
cr50;2023-06-01 11:00:33;Status;;full
cr57;2023-06-01 11:10:22;Status;;full
cr85;2023-06-01 11:11:05;;5;empty
cr50;2023-06-01 11:13:24;Weight;;;1120.0
cr34;2023-06-01 11:20:35;;4;empty
cr57;2023-06-01 11:24:26;Weight;;;1160.0
cr64;2023-06-01 11:25:43;Status;;full
cr51;2023-06-01 11:28:39;Status;;full
cr13;2023-06-01 11:35:22;;6;empty
cr21;2023-06-01 11:38:40;;4;empty
cr64;2023-06-01 11:39:32;Weight;;;1240.0
cr51;2023-06-01 11:40:17;Weight;;;1190.0
cr77;2023-06-01 11:46:02;Status;;full
cr85;2023-06-01 11:47:06;Status;;full
cr80;2023-06-01 11:55:48;;6;empty
cr34;2023-06-01 11:56:01;Status;;full
cr84;2023-06-01 11:57:03;;6;empty
cr77;2023-06-01 11:57:50;Weight;;;1160.0
cr43;2023-06-01 11:58:55;Status;;full
cr85;2023-06-01 13:59:48;Weight;;;900.0
cr1;2023-06-01 14:03:31;;6;empty
cr34;2023-06-01 14:04:07;Weight;;;740.0
cr29;2023-06-01 14:47:41;;6;empty
cr43;2023-06-01 14:48:52;Weight;;;1210.0
cr13;2023-06-01 16:11:29;Status;;full
cr10;2023-06-01 16:23:49;;6;empty
cr13;2023-06-01 16:29:44;Weight;;;1190.0
cr29;2023-06-02 07:12:17;Status;;full
cr80;2023-06-02 07:13:03;Status;;full
cr1;2023-06-02 07:31:34;Status;;full
cr21;2023-06-02 07:33:10;Status;;full
cr82;2023-06-02 07:36:49;;6;empty
cr46;2023-06-02 07:38:06;;6;empty
cr84;2023-06-02 07:38:24;Status;;full
cr10;2023-06-02 07:39:05;Status;;full
cr80;2023-06-02 07:43:06;Weight;;;1230.0
cr29;2023-06-02 07:46:02;Weight;;;1140.0
cr87;2023-06-02 07:56:49;;6;empty
cr72;2023-06-02 07:58:49;;6;empty
cr28;2023-06-02 08:42:05;;6;empty
cr84;2023-06-02 08:45:58;Weight;;;1210.0
cr1;2023-06-02 08:58:56;Weight;;;1140.0
cr21;2023-06-02 09:01:18;Weight;;;760.0
cr78;2023-06-02 09:48:36;;3;empty
cr10;2023-06-02 09:49:38;Weight;;;1210.0
cr82;2023-06-02 11:59:09;Status;;full
cr88;2023-06-02 14:13:35;;6;empty
cr87;2023-06-02 14:14:23;Status;;full
cr82;2023-06-02 14:15:10;Weight;;;1250.0
cr28;2023-06-02 14:23:42;Status;;full
cr49;2023-06-02 14:36:12;;5;empty
cr78;2023-06-02 14:36:38;Status;;full
cr28;2023-06-02 14:38:11;Weight;;;1210.0
cr111;2023-06-02 15:18:26;;6;empty
cr87;2023-06-02 15:21:56;Weight;;;1140.0
cr72;2023-06-02 16:03:12;Status;;full
cr23;2023-06-02 16:03:22;;6;empty
cr78;2023-06-02 16:09:53;Weight;;;560.0
cr49;2023-06-02 16:57:32;Status;;full
cr110;2023-06-02 17:18:59;;6;empty
cr72;2023-06-02 17:26:40;Weight;;;1180.0
cr73;2023-06-02 18:32:32;;3;empty
cr49;2023-06-02 18:51:28;Weight;;;1010.0
cr23;2023-06-05 11:02:04;Status;;full
cr79;2023-06-05 11:13:16;;6;empty
cr23;2023-06-05 11:15:21;Weight;;;1160.0
cr111;2023-06-05 13:19:31;Status;;full
cr81;2023-06-05 13:33:48;;6;empty
cr111;2023-06-05 13:42:08;Weight;;;1210.0
cr110;2023-06-05 13:45:20;Status;;full
cr79;2023-06-05 13:50:52;Status;;full
cr88;2023-06-05 13:56:31;Status;;full
cr73;2023-06-05 14:59:20;Status;;full
cr96;2023-06-05 15:17:56;;3;empty
cr110;2023-06-05 15:22:57;Weight;;;1280.0
cr104;2023-06-05 15:28:42;;4;empty
cr79;2023-06-05 15:29:53;Weight;;;1140.0
cr105;2023-06-05 15:38:13;;6;empty
cr88;2023-06-05 15:39:16;Weight;;;1280.0
cr83;2023-06-05 16:09:32;;6;empty
cr73;2023-06-05 16:17:06;Weight;;;630.0
cr46;2023-06-05 17:03:23;Status;;full
cr55;2023-06-06 07:41:47;;6;empty
cr46;2023-06-06 07:45:12;Weight;;;1100.0
cr83;2023-06-06 07:56:52;Status;;full
cr81;2023-06-06 09:07:04;Status;;full
cr74;2023-06-06 09:13:55;;6;empty
cr117;2023-06-06 09:17:18;;6;empty
cr83;2023-06-06 09:18:48;Weight;;;1210.0
cr81;2023-06-06 09:19:26;Weight;;;1120.0
cr105;2023-06-06 10:31:13;Status;;full
cr104;2023-06-06 10:34:05;Status;;full
cr74;2023-06-06 10:35:45;Status;;full
cr75;2023-06-06 10:41:16;;6;empty
cr96;2023-06-06 10:44:27;Status;;full
cr53;2023-06-06 10:44:34;;6;empty
cr105;2023-06-06 10:45:33;Weight;;;1260.0
cr112;2023-06-06 10:45:39;;6;empty
cr104;2023-06-06 10:47:00;Weight;;;880.0
cr74;2023-06-06 10:47:53;Weight;;;1210.0
cr103;2023-06-06 10:54:16;;6;empty
cr96;2023-06-06 10:54:52;Weight;;;580.0
cr117;2023-06-06 12:00:03;Status;;full
cr94;2023-06-06 13:12:34;;5;empty
cr117;2023-06-06 13:13:30;Weight;;;1140.0
cr75;2023-06-06 13:28:48;Status;;full
cr55;2023-06-06 13:37:47;Status;;full
cr94;2023-06-06 13:58:18;Status;;full
cr62;2023-06-06 14:43:56;;4;empty
cr75;2023-06-06 14:47:09;Weight;;;1230.0
cr91;2023-06-06 15:00:02;;6;empty
cr55;2023-06-06 15:02:48;Weight;;;1160.0
cr115;2023-06-06 15:06:54;;6;empty
cr94;2023-06-06 15:11:08;Weight;;;940.0
cr53;2023-06-06 15:58:31;Status;;full
cr71;2023-06-06 17:08:57;;6;empty
cr53;2023-06-06 17:25:38;Weight;;;1190.0
cr103;2023-06-06 19:20:15;Status;;full
cr54;2023-06-07 07:40:31;;6;empty
cr103;2023-06-07 07:41:39;Weight;;;1140.0
cr62;2023-06-07 07:42:11;Status;;full
cr115;2023-06-07 07:58:32;Status;;full
cr92;2023-06-07 08:44:25;;6;empty
cr62;2023-06-07 08:49:46;Weight;;;760.0
cr60;2023-06-07 09:17:22;;6;empty
cr115;2023-06-07 09:18:06;Weight;;;1240.0
cr112;2023-06-07 09:43:12;Status;;full
cr91;2023-06-07 09:53:07;Status;;full
cr56;2023-06-07 09:53:29;;6;empty
cr112;2023-06-07 09:54:20;Weight;;;1140.0
cr116;2023-06-07 11:26:21;;3;empty
cr91;2023-06-07 11:30:14;Weight;;;1100.0
cr92;2023-06-07 14:03:28;Status;;full
cr71;2023-06-07 14:14:22;Status;;full
cr60;2023-06-07 14:15:45;Status;;full
cr54;2023-06-07 14:27:07;Status;;full
cr116;2023-06-07 14:30:22;Status;;full
cr56;2023-06-07 14:34:28;Status;;full
cr97;2023-06-07 14:40:27;;6;empty
cr116;2023-06-07 14:41:24;Weight;;;630.0
cr63;2023-06-07 14:43:07;;6;empty
cr92;2023-06-07 14:43:39;Weight;;;1210.0
cr132;2023-06-07 14:44:31;;6;empty
cr56;2023-06-07 14:45:35;Weight;;;1190.0
cr161;2023-06-07 14:54:19;;4;empty
cr71;2023-06-07 14:55:38;Weight;;;1160.0
cr118;2023-06-07 14:56:48;;6;empty
cr36;2023-06-07 15:34:55;;6;empty
cr54;2023-06-07 15:38:01;Weight;;;1180.0
cr60;2023-06-07 15:57:02;Weight;;;1120.0
cr161;2023-06-07 16:50:48;Status;;full
cr118;2023-06-08 07:24:30;Status;;full
cr132;2023-06-08 07:38:14;Status;;full
cr97;2023-06-08 07:41:35;Status;;full
cr124;2023-06-08 07:44:06;;6;empty
cr36;2023-06-08 07:50:46;Status;;full
cr118;2023-06-08 07:53:24;Weight;;;1190.0
cr63;2023-06-08 07:58:21;Status;;full
cr76;2023-06-08 08:08:38;;2;empty
cr161;2023-06-08 08:11:03;Weight;;;800.0
cr108;2023-06-08 08:44:07;;6;empty
cr97;2023-06-08 08:53:52;Weight;;;1330.0
cr107;2023-06-08 09:01:51;;6;empty
cr36;2023-06-08 09:06:06;Weight;;;1230.0
cr138;2023-06-08 09:16:17;;6;empty
cr63;2023-06-08 09:17:12;Weight;;;1230.0
cr125;2023-06-08 09:36:27;;6;empty
cr132;2023-06-08 09:37:13;Weight;;;1140.0
cr125;2023-06-08 14:11:14;Status;;full
cr124;2023-06-08 14:20:41;Status;;full
cr108;2023-06-08 14:30:14;Status;;full
cr99;2023-06-08 14:40:15;;6;empty
cr108;2023-06-08 14:44:46;Weight;;;1160.0
cr138;2023-06-08 14:47:22;Status;;full
cr109;2023-06-08 14:50:55;;5;empty
cr125;2023-06-08 14:55:16;Weight;;;1120.0
cr107;2023-06-08 14:57:42;Status;;full
cr140;2023-06-08 15:21:18;;6;empty
cr124;2023-06-08 15:23:26;Weight;;;1120.0
cr65;2023-06-08 16:14:29;;6;empty
cr138;2023-06-08 16:15:27;Weight;;;1180.0
cr99;2023-06-08 16:19:34;Status;;full
cr76;2023-06-08 16:22:18;Status;;full
cr44;2023-06-08 16:32:03;;6;empty
cr99;2023-06-08 16:33:59;Weight;;;1240.0
cr134;2023-06-08 16:34:51;;6;empty
cr137;2023-06-08 16:35:09;;6;empty
cr107;2023-06-08 16:36:21;Weight;;;1160.0
cr76;2023-06-08 16:38:47;Weight;;;400.0
cr140;2023-06-09 09:12:54;Status;;full
cr12;2023-06-09 09:25:24;;6;empty
cr140;2023-06-09 09:32:07;Weight;;;1120.0
cr44;2023-06-09 09:36:22;Status;;full
cr137;2023-06-09 09:51:23;Status;;full
cr168;2023-06-09 10:55:08;;6;empty
cr137;2023-06-09 10:56:53;Weight;;;1180.0
cr109;2023-06-09 11:00:57;Status;;full
cr157;2023-06-09 11:02:37;;6;empty
cr44;2023-06-09 11:04:39;Weight;;;1210.0
cr134;2023-06-09 11:09:23;Status;;full
cr106;2023-06-09 11:13:20;;6;empty
cr109;2023-06-09 11:14:10;Weight;;;1030.0
cr100;2023-06-09 11:21:50;;6;empty
cr134;2023-06-09 11:23:01;Weight;;;1330.0
cr65;2023-06-09 12:03:43;Status;;full
cr170;2023-06-09 13:18:59;;6;empty
cr65;2023-06-09 13:25:02;Weight;;;1120.0
cr12;2023-06-09 14:03:28;Status;;full
cr162;2023-06-09 14:15:52;;6;empty
cr12;2023-06-09 14:17:18;Weight;;;1180.0
cr100;2023-06-09 16:33:38;Status;;full
cr102;2023-06-09 16:49:13;;6;empty
cr168;2023-06-09 16:50:06;Status;;full
cr100;2023-06-09 16:51:26;Weight;;;1120.0
cr157;2023-06-09 16:56:26;Status;;full
cr70;2023-06-09 18:04:23;;1;empty
cr168;2023-06-09 18:22:32;Weight;;;1120.0
cr114;2023-06-09 18:29:00;;6;empty
cr170;2023-06-09 18:49:03;Status;;full
cr157;2023-06-09 18:58:37;Weight;;;1180.0
cr106;2023-06-12 07:37:29;Status;;full
cr158;2023-06-12 07:59:51;;1;empty
cr131;2023-06-12 08:09:36;;6;empty
cr170;2023-06-12 08:45:12;Weight;;;1120.0
cr70;2023-06-12 09:37:17;Status;;full
cr119;2023-06-12 09:48:35;;6;empty
cr162;2023-06-12 09:50:44;Status;;full
cr131;2023-06-12 09:57:07;Status;;full
cr102;2023-06-12 10:06:28;Status;;full
cr148;2023-06-12 10:17:33;;6;empty
cr95;2023-06-12 10:52:27;;6;empty
cr158;2023-06-12 10:55:42;Status;;full
cr102;2023-06-12 11:04:44;Weight;;;1120.0
cr162;2023-06-12 11:11:46;Weight;;;1140.0
cr70;2023-06-12 11:22:34;Weight;;;180.0
